GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GV5001,GV5002,GV5003,GV5004,GV5005,GV5006,GV5007,GV5008,GV5009,GV5010,GV5011,GV5012,GV5013,GV5014,GV5015,GV5016,GV5017,GV5018,GV5019,GV5020,GV5021,GV5022,GV5023,GV5024,GV5025,GV5026,GV5027,GV5028,GV5029,GV5030,GV5031,GV5032,GV5033,GV5034,GV5035,GV5036,GV5037,GV5038,GV5039,GV5040,GV5041,GV5042,GV5043,GV5044,GV5045,GV5046,GV5047,GV5048,GV5049,GV5050,GV5051,GV5052,GV5053,GV5054,GV5055,GV5056,GV5057,GV5058,GV5059,GV5060,GV5061,GV5062,GV5063,GV5064,GV5065,GV5066,GV5067,GV5068,GV5069,GV5070,GV5071
"G2700730","2000","2","4","Minnesota","27","Lac Qui Parle","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lac qui Parle County",0,0,0,0,5,0,0,0,1,0,43,0,0,0,15,0,0,2,0,24,6,228,224,0,316,0,4,19,176,27,3396,0,5,0,7,13,0,327,0,40,0,0,10,0,0,0,2,3861,2,123,0,0,15,44,28,46,8,3,0,0,0,4,765,10,0,5,179,14,0,0,138
"G2700750","2000","2","4","Minnesota","27","Lake","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake County",0,0,0,0,8,0,0,0,33,0,15,0,19,4,21,2,10,90,0,106,17,128,155,7,833,0,92,949,381,154,2333,0,4,0,10,4,0,1081,0,293,3,0,1,0,0,0,14,2477,10,359,0,2,14,163,149,167,27,37,7,75,0,2,2056,17,0,4,405,41,0,19,298
"G2700770","2000","2","4","Minnesota","27","Lake Of The Woods","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake of the Woods County",0,0,0,0,4,0,0,0,20,0,18,0,8,0,19,0,0,0,0,155,46,36,77,0,326,0,17,70,265,90,1276,0,0,0,0,4,0,415,0,122,0,4,2,0,0,0,0,1222,7,127,1,0,13,129,65,63,5,6,30,13,0,1,597,9,0,47,219,13,0,0,181
"G2700790","2000","2","4","Minnesota","27","Le Sueur","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Le Sueur County",0,0,0,0,21,0,0,0,79,1,68,0,36,0,11,0,0,0,0,2725,561,366,430,2,1019,0,63,137,872,192,12386,0,22,0,35,8,9,3441,0,230,2,5,17,0,0,0,0,2837,10,894,12,8,105,134,144,243,11,8,8,28,0,13,1531,113,0,32,852,171,2,32,1473
"G2700810","2000","2","4","Minnesota","27","Lincoln","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",0,0,0,0,2,0,0,0,11,0,275,0,19,0,0,0,0,1,0,56,6,772,346,0,244,0,14,6,150,28,2715,0,0,0,2,43,0,449,0,48,2,4,8,0,0,0,0,1229,7,823,0,0,17,23,24,36,0,0,0,0,0,0,286,20,0,1,189,12,0,7,96
"G2700830","2000","2","4","Minnesota","27","Lyon","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",0,0,0,0,0,3,0,2,31,0,3021,0,31,11,2,0,0,0,0,293,34,964,1359,0,1267,11,81,29,1040,197,9950,12,8,0,22,94,6,2083,0,167,0,14,33,0,0,0,17,4691,9,1020,10,0,96,121,219,219,0,0,0,18,0,173,1697,70,0,14,878,112,0,0,1940
"G2700850","2000","2","4","Minnesota","27","McLeod","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McLeod County",0,0,0,0,32,0,0,0,62,0,73,6,27,3,42,0,0,26,0,1558,170,842,423,0,1305,0,82,295,1188,174,20260,3,4,0,16,28,11,2700,0,284,0,0,40,27,0,0,10,3954,0,2219,0,35,138,253,121,262,4,13,16,7,0,22,2703,116,0,20,1068,76,20,4,1658
"G2700870","2000","2","4","Minnesota","27","Mahnomen","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mahnomen County",0,0,0,0,3,0,0,0,3,0,8,0,5,0,2,0,0,0,0,296,35,53,132,0,164,0,0,54,162,13,1811,0,4,0,0,0,0,281,0,40,0,5,0,0,0,0,3,1091,3,38,4,0,31,30,43,23,0,0,0,0,0,0,207,2,0,2,63,5,0,0,1876
"G2700890","2000","2","4","Minnesota","27","Marshall","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",0,0,0,0,3,0,0,5,12,0,8,0,11,0,21,0,0,0,0,256,68,161,84,2,337,0,6,112,681,104,1848,0,4,0,10,15,2,534,0,58,0,6,3,0,0,0,10,4759,0,1410,6,0,33,160,65,118,0,0,26,2,0,3,1918,18,0,21,144,11,2,5,407
"G2700910","2000","2","4","Minnesota","27","Martin","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martin County",0,0,0,0,0,0,0,0,13,0,38,2,11,0,16,0,0,2,0,209,24,650,642,0,1574,2,7,66,657,98,11631,0,2,0,17,2,0,1767,0,93,0,2,11,0,0,0,4,3195,24,1017,0,0,34,230,195,242,0,0,16,0,0,0,1760,119,0,38,610,144,0,23,734
"G2700930","2000","2","4","Minnesota","27","Meeker","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Meeker County",0,0,0,0,11,0,3,0,48,0,76,0,13,8,19,0,0,11,0,363,33,547,341,2,1069,0,107,967,680,151,10693,0,43,0,35,10,5,1952,0,130,0,0,35,0,0,2,2,3255,7,593,6,4,77,254,237,154,2,7,13,10,0,1,3898,42,0,16,690,43,0,2,994
"G2700950","2000","2","4","Minnesota","27","Mille Lacs","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mille Lacs County",0,0,0,0,4,2,0,0,48,0,25,0,16,0,10,0,0,2,0,224,36,442,1212,0,1142,0,61,300,865,359,8054,0,51,0,45,1,0,1956,0,238,4,15,3,0,0,0,13,3736,5,1019,5,10,89,234,230,225,34,3,10,6,0,3,3923,98,3,53,724,58,0,12,1456
"G2700970","2000","2","4","Minnesota","27","Morrison","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morrison County",0,0,0,0,14,3,0,2,114,0,44,0,44,6,29,0,5,8,0,293,48,336,537,0,1123,0,66,273,1460,542,15879,0,6,0,64,0,0,2121,0,363,0,0,27,2,0,0,6,2999,2,7299,11,10,73,195,186,193,4,51,75,84,0,3,2468,88,0,18,1044,40,2,4,914
"G2700990","2000","2","4","Minnesota","27","Mower","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mower County",0,0,0,0,34,0,0,0,77,0,80,0,56,0,47,0,7,11,0,1092,150,1383,1019,2,2640,0,90,150,1416,174,15793,9,122,0,32,2,1,4497,0,345,0,2,48,0,0,0,25,9973,14,738,8,0,100,169,424,372,2,8,6,58,0,42,1325,83,0,10,1553,181,19,104,2757
"G2701010","2000","2","4","Minnesota","27","Murray","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Murray County",0,0,0,0,0,0,0,0,4,0,81,0,6,0,2,0,0,0,0,60,0,230,1264,0,392,0,14,14,242,56,4452,0,2,0,2,0,0,733,0,42,0,8,69,0,0,2,2,1488,5,91,4,0,4,63,44,57,0,0,0,0,0,9,660,17,0,0,327,28,0,0,308
"G2701030","2000","2","4","Minnesota","27","Nicollet","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nicollet County",14,0,7,0,66,0,0,0,54,0,170,0,53,0,54,0,0,17,0,434,75,719,531,0,1621,0,82,243,861,205,15338,0,54,0,33,41,9,2882,0,343,4,3,51,0,0,0,12,4751,10,688,11,20,76,281,313,416,21,16,22,36,0,82,3069,196,2,22,939,290,25,22,1337
"G2701050","2000","2","4","Minnesota","27","Nobles","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nobles County",0,0,0,7,15,2,0,0,26,0,47,0,14,0,18,8,0,0,0,110,0,278,2123,0,914,0,26,12,323,62,9632,0,4,0,0,2,0,1415,0,74,8,0,106,0,0,0,14,2104,1,228,3,1,56,93,103,125,0,0,7,0,0,104,957,60,2,37,740,60,7,0,3174
"G2701070","2000","2","4","Minnesota","27","Norman","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Norman County",5,0,0,0,5,0,0,2,18,0,8,0,7,0,2,0,0,0,0,130,3,135,142,0,223,0,10,59,261,44,2420,0,0,0,9,2,0,293,0,39,5,0,0,0,0,0,30,4383,0,122,4,11,27,41,30,44,0,0,7,0,0,0,495,2,0,5,103,2,11,0,401
"G2701090","2000","2","4","Minnesota","27","Olmsted","109",,,,,,,,,,,,,"6820","9999","9999",,,,,,,,"Olmsted County",10,0,0,9,295,20,0,89,322,12,292,42,553,0,212,0,24,166,19,2011,270,2391,2965,48,10317,19,1275,706,3728,833,48070,3,472,0,257,69,85,15538,0,2093,72,163,228,18,27,9,240,23108,79,3903,79,144,777,920,1220,1879,8,47,152,51,0,1938,5777,1141,59,264,4882,689,47,442,11748
"G2701110","2000","2","4","Minnesota","27","Otter Tail","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Otter Tail County",0,0,0,0,68,10,0,4,88,0,86,0,62,7,38,0,3,20,0,561,75,1102,1253,0,2858,7,134,2088,1572,461,23317,0,34,0,35,26,0,3646,0,342,7,31,30,0,0,0,47,18806,25,2084,12,19,222,873,334,366,0,13,36,46,0,52,5404,134,2,82,1505,146,13,179,2263
"G2701130","2000","2","4","Minnesota","27","Pennington","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pennington County",3,0,0,0,8,0,0,9,15,0,7,0,7,0,14,0,0,20,0,320,56,200,244,0,461,0,27,127,930,247,3026,0,5,0,45,41,0,831,0,99,0,16,8,0,0,0,4,6879,6,585,5,2,39,329,48,108,0,6,4,11,0,4,1965,23,0,53,241,17,21,10,468
"G2701150","2000","2","4","Minnesota","27","Pine","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pine County",0,0,0,0,6,0,0,3,94,0,23,2,35,0,26,0,0,28,0,1168,142,807,482,7,1398,0,66,679,1097,523,9073,0,52,0,40,10,2,2242,0,401,10,16,9,0,0,0,4,3394,9,1419,7,0,106,309,233,252,4,20,26,25,0,26,3973,127,4,24,1146,64,13,35,1387
"G2701170","2000","2","4","Minnesota","27","Pipestone","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pipestone County",0,0,0,0,5,0,0,13,0,0,183,0,11,0,0,0,0,0,0,57,22,418,2479,0,468,0,4,5,268,33,3859,0,0,0,3,0,0,600,0,49,0,0,39,0,0,0,12,1695,0,137,0,9,29,25,82,71,0,0,0,0,0,0,385,13,0,12,262,20,0,1,373
"G2701190","2000","2","4","Minnesota","27","Polk","119",,,,,,,,,,,,,"2985","9999","9999",,,,,,,,"Polk County",3,0,0,0,51,0,0,10,57,0,64,0,33,7,35,0,7,12,0,1012,173,480,519,0,1171,2,30,205,2807,898,8969,5,16,0,17,145,0,2361,0,188,0,25,26,0,0,0,2,13585,3,1230,21,2,262,272,306,340,0,4,40,8,0,72,2597,29,0,167,495,71,9,18,2454
"G2701210","2000","2","4","Minnesota","27","Pope","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pope County",0,0,0,0,2,0,0,0,9,0,18,0,19,0,4,0,0,0,0,390,38,273,271,0,525,0,27,109,379,78,4304,0,9,0,9,6,0,893,0,76,0,0,2,0,0,0,8,4461,8,271,0,3,29,126,89,143,10,13,13,10,0,0,1076,94,0,13,346,31,0,2,168
"G2701230","2000","2","4","Minnesota","27","Ramsey","123",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Ramsey County",78,38,193,81,2195,185,9,103,3453,69,1033,103,1429,95,663,0,178,797,7,6433,1641,7537,7018,282,31339,20,4785,5404,23084,7444,155773,12,1243,27,1955,190,372,68084,118,18105,500,816,591,39,38,45,1032,55840,155,24373,321,771,4301,4495,4754,6956,383,337,772,733,0,8815,45787,2714,219,1289,10419,2343,650,800,104325
"G2701250","2000","2","4","Minnesota","27","Red Lake","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Red Lake County",0,0,0,0,0,0,0,0,9,0,4,0,4,0,2,0,0,3,0,64,5,95,57,0,182,0,8,20,930,271,1433,2,0,0,4,5,0,299,0,8,0,0,0,0,0,0,0,1457,0,81,0,0,5,32,20,19,0,0,10,0,0,0,307,2,4,2,95,0,0,0,137
"G2701270","2000","2","4","Minnesota","27","Redwood","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Redwood County",0,0,0,0,12,0,0,0,38,0,317,0,10,4,6,0,0,2,0,492,12,683,322,0,787,0,39,63,323,45,9230,0,9,0,2,17,0,1030,0,100,0,0,9,0,0,0,14,2815,11,336,0,0,28,91,153,129,0,0,0,2,0,3,695,135,0,13,493,35,9,0,969
"G2701290","2000","2","4","Minnesota","27","Renville","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Renville County",1,0,0,0,9,0,0,0,29,0,49,0,14,0,0,0,0,26,0,837,57,320,532,0,575,0,18,92,375,78,9094,0,12,0,14,4,2,1242,0,37,0,10,9,0,0,0,17,3378,8,223,7,1,24,117,84,76,0,12,0,2,0,4,1471,45,6,3,461,36,2,0,1164
"G2701310","2000","2","4","Minnesota","27","Rice","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rice County",5,0,6,2,83,11,0,10,89,6,194,14,203,15,71,0,0,42,0,3520,890,1221,1570,22,4096,5,526,367,2991,737,21068,1,83,0,60,40,18,6572,0,817,45,51,8,0,0,0,82,9641,21,1521,77,15,225,388,536,778,17,7,52,25,0,242,3628,315,0,62,1656,281,45,46,5046
"G2701330","2000","2","4","Minnesota","27","Rock","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rock County",0,0,0,0,7,0,0,0,5,0,169,0,7,0,17,0,0,0,0,52,13,254,2366,0,450,0,16,11,139,38,4465,0,2,0,11,0,0,548,0,46,0,0,23,0,0,0,2,1947,2,90,0,0,19,43,39,80,0,0,2,0,0,1,380,49,0,0,154,23,0,6,216
"G2701350","2000","2","4","Minnesota","27","Roseau","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Roseau County",0,0,0,0,2,10,0,0,23,0,18,0,12,2,46,0,0,6,0,349,66,118,201,0,642,0,17,153,601,198,4063,0,13,0,20,86,0,965,0,141,0,7,5,2,0,0,3,6910,12,929,3,2,59,368,80,139,9,3,5,16,0,3,2950,32,0,52,329,36,2,4,820
"G2701370","2000","2","4","Minnesota","27","St Louis","137",,,,,,,,,,,,,"2240","9999","9999",,,,,,,,"St. Louis County",6,0,0,0,232,16,0,11,668,2,651,2,455,71,279,7,20,2449,0,1802,489,2590,2588,50,13078,11,691,25812,9830,3798,44589,7,568,0,426,65,18,19436,0,11233,73,299,53,32,0,6,167,32297,46,12210,78,213,948,2671,2381,3071,1149,1380,543,4797,1,229,28377,512,42,646,5729,704,72,1691,11295
"G2701390","2000","2","4","Minnesota","27","Scott","139",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Scott County",0,0,0,0,182,9,0,0,291,0,294,2,219,6,168,0,8,71,0,3953,728,1456,1577,25,5212,2,487,1281,3280,895,40497,14,174,56,142,32,45,12658,0,1628,71,42,199,0,4,0,153,13862,26,3402,84,101,520,1111,806,1337,83,53,108,87,0,95,7495,323,0,139,2648,359,15,88,6687
"G2701410","2000","2","4","Minnesota","27","Sherburne","141",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Sherburne County",0,0,0,0,74,0,0,0,152,0,120,0,106,9,60,0,0,75,0,1048,225,1107,1253,21,3213,27,347,1245,3631,1053,29140,0,213,0,361,64,8,7582,7,1033,33,15,18,0,0,7,31,10860,2,4558,47,25,230,832,512,618,11,22,53,79,0,53,7369,266,12,160,2393,197,0,66,2883
"G2701430","2000","2","4","Minnesota","27","Sibley","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sibley County",0,0,0,0,7,0,0,9,46,0,82,4,0,4,2,0,0,11,0,256,34,172,176,0,411,0,13,66,350,54,9749,0,14,0,13,6,0,1262,0,89,4,0,9,0,0,0,18,1299,6,220,4,0,80,75,62,68,0,0,3,4,0,9,1189,76,0,0,428,19,0,2,958
"G2701450","2000","2","4","Minnesota","27","Stearns","145",,,,,,,,,,,,,"6980","9999","9999",,,,,,,,"Stearns County",2,0,0,6,244,10,24,53,550,0,369,9,147,23,116,0,2,110,8,1581,312,1372,2002,18,4647,0,451,1384,4819,1027,77098,3,215,0,248,22,52,11570,0,1870,51,59,141,0,7,8,122,15583,25,10599,72,81,467,1033,841,1066,67,248,214,401,0,210,7280,489,9,113,4408,337,35,130,6220
"G2701470","2000","2","4","Minnesota","27","Steele","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Steele County",0,0,0,0,0,3,0,0,73,0,62,18,46,0,39,0,0,11,0,2545,259,1172,726,0,1819,0,176,195,1146,174,14401,0,50,0,69,18,0,3018,0,233,2,9,72,0,0,0,0,7297,27,1143,11,2,53,213,272,347,0,6,41,32,0,445,1541,168,0,55,1086,155,2,33,2286
"G2701490","2000","2","4","Minnesota","27","Stevens","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stevens County",0,0,0,0,0,0,0,0,17,0,39,0,2,0,8,0,0,2,0,109,2,212,412,0,457,7,47,108,305,71,4860,0,10,0,6,0,0,984,0,86,2,7,17,0,0,3,7,2462,5,219,0,7,28,95,71,91,0,0,7,0,0,36,767,173,5,46,299,19,0,6,429
"G2701510","2000","2","4","Minnesota","27","Swift","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Swift County",0,0,0,0,0,0,0,0,15,0,70,0,7,0,8,0,0,2,0,76,8,239,291,0,552,0,41,42,504,65,5011,0,0,0,18,9,0,1137,0,109,0,3,5,0,0,0,7,3992,0,409,33,2,19,45,107,90,0,0,2,0,0,32,1062,68,8,3,256,2,5,2,1079
"G2701530","2000","2","4","Minnesota","27","Todd","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Todd County",0,0,0,0,1,11,0,0,122,0,76,0,17,0,33,0,5,2,0,552,48,403,536,0,1132,0,53,287,865,156,12649,0,11,0,19,2,0,1685,0,140,2,4,17,4,0,0,4,3194,39,1920,6,8,49,185,177,124,3,14,41,15,0,27,1925,65,0,11,899,66,4,12,998
"G2701550","2000","2","4","Minnesota","27","Traverse","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Traverse County",0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,79,2,76,74,0,157,0,11,33,129,21,2183,0,0,0,0,0,0,434,0,14,0,0,2,0,0,0,0,588,0,178,0,1,19,18,20,14,0,0,0,0,0,0,486,18,0,0,140,5,0,0,201
"G2701570","2000","2","4","Minnesota","27","Wabasha","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wabasha County",4,0,0,0,2,0,0,3,97,0,14,1,16,0,9,0,0,63,0,238,41,337,304,10,1181,6,41,66,644,107,11380,0,73,0,48,2,0,2872,0,269,0,8,130,0,0,0,12,2942,2,594,2,26,45,127,134,183,34,10,15,2,0,5,1071,210,0,43,895,89,4,50,906
"G2701590","2000","2","4","Minnesota","27","Wadena","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wadena County",0,0,0,0,2,0,0,0,17,0,29,0,7,6,17,0,0,1,0,137,14,252,297,22,667,0,116,1611,323,87,5120,0,7,0,6,10,0,965,0,117,0,6,13,0,0,0,0,2110,17,444,2,0,22,121,116,77,3,9,10,10,0,13,1172,38,0,8,994,44,1,2,437
"G2701610","2000","2","4","Minnesota","27","Waseca","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Waseca County",3,0,0,0,12,0,0,2,46,0,78,0,6,2,6,0,0,0,0,338,70,369,314,0,893,0,85,62,658,145,9416,0,8,0,22,11,2,2399,0,146,0,0,3,0,0,0,2,3397,0,638,0,2,37,80,125,147,2,0,0,7,0,23,966,92,4,9,869,96,14,3,1103
"G2701630","2000","2","4","Minnesota","27","Washington","163",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Washington County",0,0,6,18,656,61,8,34,988,0,489,0,674,14,331,0,16,414,0,3239,675,3810,3251,26,14135,11,1464,2340,11579,4273,80079,6,379,12,715,84,137,30499,0,8950,63,335,218,58,3,0,266,28862,45,10866,115,234,874,2374,1970,2729,210,87,239,147,0,764,22262,1367,32,437,6003,1011,84,207,15148
"G2701650","2000","2","4","Minnesota","27","Watonwan","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Watonwan County",2,0,0,0,14,0,0,0,23,0,27,0,12,0,2,0,4,0,0,116,18,230,165,0,455,0,8,17,172,44,5161,0,9,0,21,0,0,853,0,40,0,0,38,0,0,0,0,2496,2,138,12,7,49,53,77,109,0,0,3,0,0,4,1065,36,0,1,411,95,0,0,1949
"G2701670","2000","2","4","Minnesota","27","Wilkin","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilkin County",0,0,0,0,2,0,0,0,5,0,4,0,10,1,0,0,0,6,0,213,56,222,119,0,256,0,15,5,220,55,3508,1,2,0,0,14,0,584,0,50,7,0,0,0,0,0,0,2298,0,199,0,0,78,53,69,43,0,2,0,2,0,0,500,36,0,0,182,18,0,2,253
"G2701690","2000","2","4","Minnesota","27","Winona","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winona County",0,0,0,9,104,0,0,14,125,0,106,5,83,4,79,0,0,31,2,892,90,555,811,4,2905,0,330,203,1550,371,23716,0,72,0,164,7,11,5902,0,820,0,39,609,0,0,0,4,8401,42,6216,17,35,135,207,354,529,7,10,31,45,0,90,1460,394,0,61,1685,196,8,69,2743
"G2701710","2000","2","4","Minnesota","27","Wright","171",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Wright County",7,7,5,0,69,14,0,0,187,0,336,4,97,2,63,0,0,86,0,1594,229,1331,1599,11,4830,4,452,3911,4867,1454,41947,2,97,0,156,18,4,10738,0,1279,14,27,59,0,0,0,59,13382,28,4968,78,22,360,1162,562,908,6,43,50,34,0,125,10316,356,0,167,3310,247,52,64,2987
"G2701730","2000","2","4","Minnesota","27","Yellow Medicine","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yellow Medicine County",0,0,0,0,0,0,0,6,4,0,475,2,7,0,0,0,0,0,0,177,21,288,286,0,382,0,25,35,278,63,4620,3,0,0,6,24,0,566,0,33,0,7,13,0,0,3,10,4308,6,306,0,0,7,78,43,77,0,0,0,0,0,3,784,17,0,6,246,10,0,0,554
"G2800010","2000","3","6","Mississippi","28","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adams County",4,0,0,0,15,0,0,0,7,0,0,0,88,0,17,0,0,0,0,8,12,9,165,0,1994,0,165,0,567,100,1279,0,7,0,6,0,0,1906,0,568,0,0,0,0,0,0,0,56,7,43,4,5,12,0,756,351,0,0,0,0,0,167,55,6,0,0,2968,43,0,0,17092
"G2800030","2000","3","6","Mississippi","28","Alcorn","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alcorn County",2,0,0,0,10,0,0,0,15,8,4,0,175,0,43,2,0,4,0,11,14,13,194,0,2606,0,394,3,251,75,1116,0,33,0,23,0,0,2517,0,274,0,3,0,0,0,0,5,48,2,72,9,0,20,19,441,251,0,0,5,0,0,96,50,9,0,3,9202,44,0,0,6179
"G2800050","2000","3","6","Mississippi","28","Amite","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Amite County",0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,41,0,840,0,29,0,265,42,289,0,0,0,0,0,0,544,0,177,0,0,0,0,0,0,0,23,0,0,0,0,0,0,342,146,0,0,0,0,0,257,23,1,0,0,2031,9,0,0,5533
"G2800070","2000","3","6","Mississippi","28","Attala","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Attala County",6,0,2,0,33,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,10,6,97,0,673,0,59,0,163,46,535,0,9,0,0,0,0,1469,0,114,0,0,0,0,0,0,8,52,0,24,0,0,18,23,308,315,0,0,0,0,0,137,11,0,0,0,2001,37,32,0,7092
"G2800090","2000","3","6","Mississippi","28","Benton","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,9,58,0,941,0,0,0,50,0,128,0,0,0,0,0,0,320,0,25,0,0,0,0,0,0,0,0,0,14,0,0,2,0,64,37,0,0,0,0,0,23,4,0,0,0,1400,22,0,0,2084
"G2800110","2000","3","6","Mississippi","28","Bolivar","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bolivar County",0,0,0,0,61,0,0,0,0,0,0,0,53,0,2,0,7,0,0,6,8,7,209,0,1099,0,40,0,316,32,1114,0,0,0,2,0,0,1726,0,796,0,17,0,0,0,0,0,89,0,27,17,0,18,0,448,275,0,0,2,0,0,200,31,9,0,0,3000,30,2,0,22564
"G2800130","2000","3","6","Mississippi","28","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calhoun County",6,0,0,0,6,0,0,0,0,0,0,10,11,0,9,0,0,0,0,0,0,0,148,0,646,0,27,0,83,7,297,0,0,0,0,0,0,961,0,76,0,0,0,0,0,0,0,2,2,59,2,0,7,0,143,68,0,0,0,0,0,70,12,0,0,2,3404,13,0,0,4210
"G2800150","2000","3","6","Mississippi","28","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,29,0,475,0,39,0,121,20,276,0,0,0,0,0,0,758,0,39,0,0,0,0,0,0,0,73,0,17,0,0,0,12,136,87,0,0,0,0,0,43,19,0,9,0,1347,0,0,0,4204
"G2800170","2000","3","6","Mississippi","28","Chickasaw","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chickasaw County",22,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,9,54,0,765,0,9,0,99,0,505,0,0,0,0,0,0,856,0,122,0,0,0,0,0,0,0,0,0,59,0,0,28,6,148,182,0,0,0,0,0,219,20,0,0,0,3665,24,0,0,8468
"G2800190","2000","3","6","Mississippi","28","Choctaw","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Choctaw County",6,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,5,0,0,3,0,4,41,0,500,0,20,0,92,25,366,0,0,0,0,0,0,954,0,38,0,0,0,0,0,0,0,10,0,35,0,0,0,16,222,116,0,0,0,0,0,63,13,2,0,0,1106,6,0,0,3072
"G2800210","2000","3","6","Mississippi","28","Claiborne","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Claiborne County",0,0,0,0,18,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,179,0,38,1,56,15,73,0,0,0,0,0,0,96,0,26,0,0,0,0,0,0,0,0,0,0,10,0,1,0,123,46,0,0,0,0,0,104,0,0,0,0,207,14,8,6,8123
"G2800230","2000","3","6","Mississippi","28","Clarke","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clarke County",2,0,0,0,0,0,0,4,12,0,0,0,18,0,3,0,0,0,0,0,4,34,124,0,675,0,106,0,229,3,319,0,6,0,7,0,0,922,0,109,0,0,0,0,0,0,0,22,0,38,0,0,0,3,230,115,0,0,0,0,0,154,17,0,0,0,3740,26,0,0,6140
